YEAR,MONTH,DAY,DATE,HOUR,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2,,,
2017,7,15,15/7/2017,7,CENTRAL,12,2,28,58,8,3,6,,,
2017,7,15,15/7/2017,8,CENTRAL,12,2,37,87,7,4,7,,,
2017,7,15,15/7/2017,9,CENTRAL,15,N.A.,42,120,6,N.A.,7,,,
2017,7,15,15/7/2017,10,CENTRAL,20,1,38,104,10,4,7,,,
2017,7,15,15/7/2017,11,CENTRAL,21,3,48,148,10,9,8,,,
2017,7,15,15/7/2017,12,CENTRAL,23,4,50,122,9,9,7,,,
2017,7,15,15/7/2017,13,CENTRAL,35,4,56,151,8,8,8,,,
2017,7,15,15/7/2017,14,CENTRAL,31,8,50,131,11,12,7,,,
2017,7,15,15/7/2017,15,CENTRAL,45,8,55,157,5,12,7,,,
2017,7,15,15/7/2017,16,CENTRAL,32,4,59,150,8,7,7,,,
2017,7,15,15/7/2017,17,CENTRAL,30,4,50,123,9,9,7,,,
2017,7,15,15/7/2017,18,CENTRAL,25,5,55,150,8,8,8,,,
2017,7,15,15/7/2017,19,CENTRAL,32,4,54,131,9,8,7,,,
2017,7,15,15/7/2017,20,CENTRAL,35,6,46,104,11,9,7,,,
2017,7,15,15/7/2017,21,CENTRAL,33,3,42,94,10,6,7,,,
2017,7,15,15/7/2017,22,CENTRAL,35,3,43,115,9,6,7,,,
2017,7,15,15/7/2017,23,CENTRAL,33,4,43,93,10,6,6,,,
2017,7,15,15/7/2017,24,CENTRAL,19,5,40,90,10,8,7,,,
2017,7,16,16/7/2017,1,CENTRAL,20,1,26,47,18,3,6,,,
2017,7,16,16/7/2017,2,CENTRAL,18,N.A.,18,31,21,N.A.,6,,,
2017,7,16,16/7/2017,3,CENTRAL,24,0,15,25,23,1,6,,,
2017,7,16,16/7/2017,4,CENTRAL,16,0,15,25,17,3,6,,,
2017,7,16,16/7/2017,5,CENTRAL,11,N.A.,13,26,18,N.A.,6,,,
2017,7,16,16/7/2017,6,CENTRAL,11,0,14,26,17,4,6,,,
2017,7,16,16/7/2017,7,CENTRAL,12,1,24,48,16,6,6,,,
2017,7,16,16/7/2017,8,CENTRAL,13,0,27,59,13,3,6,,,
2017,7,16,16/7/2017,9,CENTRAL,16,1,31,77,11,4,6,,,
2017,7,16,16/7/2017,10,CENTRAL,15,0,31,75,16,4,6,,,
2017,7,16,16/7/2017,11,CENTRAL,26,2,39,99,13,8,6,,,
2017,7,16,16/7/2017,12,CENTRAL,32,1,47,122,8,4,7,,,
2017,7,16,16/7/2017,13,CENTRAL,38,6,57,163,10,9,8,,,
2017,7,16,16/7/2017,14,CENTRAL,44,6,45,113,9,9,6,,,
2017,7,16,16/7/2017,15,CENTRAL,22,3,41,89,12,4,6,,,
2017,7,16,16/7/2017,16,CENTRAL,18,4,43,88,11,9,6,,,
2017,7,16,16/7/2017,17,CENTRAL,15,7,40,87,13,12,6,,,
2017,7,16,16/7/2017,18,CENTRAL,15,N.A.,38,83,11,N.A.,6,,,
2017,7,16,16/7/2017,19,CENTRAL,19,2,36,83,10,5,7,,,
2017,7,16,16/7/2017,20,CENTRAL,18,5,39,86,11,8,6,,,
2017,7,16,16/7/2017,21,CENTRAL,17,0,32,73,9,2,6,,,
2017,7,16,16/7/2017,22,CENTRAL,17,2,29,68,7,4,6,,,
2017,7,16,16/7/2017,23,CENTRAL,12,1,26,70,8,3,6,,,
2017,7,16,16/7/2017,24,CENTRAL,9,N.A.,23,57,7,N.A.,6,,,
2017,7,17,17/7/2017,1,CENTRAL,9,N.A.,14,28,12,N.A.,6,,,
2017,7,17,17/7/2017,2,CENTRAL,7,1,11,23,13,5,5,,,
2017,7,17,17/7/2017,3,CENTRAL,7,N.A.,12,26,10,N.A.,5,,,
2017,7,17,17/7/2017,4,CENTRAL,3,1,8,16,16,3,6,,,
2017,7,17,17/7/2017,5,CENTRAL,6,3,11,21,18,5,5,,,
2017,7,17,17/7/2017,6,CENTRAL,10,N.A.,13,23,17,N.A.,5,,,
2017,7,17,17/7/2017,7,CENTRAL,11,2,23,57,7,2,6,,,
2017,7,17,17/7/2017,8,CENTRAL,29,5,42,156,2,4,8,,,
2017,7,17,17/7/2017,9,CENTRAL,33,5,48,208,2,4,8,,,
2017,7,17,17/7/2017,10,CENTRAL,46,7,63,269,2,6,10,,,
2017,7,17,17/7/2017,11,CENTRAL,65,8,68,328,2,9,10,,,
2017,7,17,17/7/2017,12,CENTRAL,76,9,84,331,2,11,11,,,
2017,7,17,17/7/2017,13,CENTRAL,39,2,60,193,N.A.,4,10,,,
2017,7,17,17/7/2017,14,CENTRAL,45,8,59,214,5,9,9,,,
2017,7,17,17/7/2017,15,CENTRAL,49,5,74,237,5,4,9,,,
2017,7,17,17/7/2017,16,CENTRAL,46,7,66,249,5,7,9,,,
2017,7,17,17/7/2017,17,CENTRAL,47,4,76,285,2,2,9,,,
2017,7,17,17/7/2017,18,CENTRAL,60,2,80,313,1,1,10,,,
2017,7,17,17/7/2017,19,CENTRAL,60,4,89,431,1,3,12,,,
2017,7,17,17/7/2017,20,CENTRAL,66,13,75,309,1,12,10,,,
2017,7,17,17/7/2017,21,CENTRAL,45,12,68,194,4,12,7,,,
2017,7,17,17/7/2017,22,CENTRAL,48,2,55,174,4,1,7,,,
2017,7,17,17/7/2017,23,CENTRAL,43,5,61,205,2,4,8,,,
2017,7,17,17/7/2017,24,CENTRAL,58,4,57,201,2,5,8,,,
2017,7,18,18/7/2017,1,CENTRAL,32,3,31,76,7,6,6,,,
2017,7,18,18/7/2017,2,CENTRAL,25,3,29,78,9,5,6,,,
2017,7,18,18/7/2017,3,CENTRAL,46,3,35,97,3,5,6,,,
2017,7,18,18/7/2017,4,CENTRAL,15,7,24,46,12,9,6,,,
2017,7,18,18/7/2017,5,CENTRAL,20,1,28,73,10,2,6,,,
2017,7,18,18/7/2017,6,CENTRAL,18,1,26,51,13,2,6,,,
2017,7,18,18/7/2017,7,CENTRAL,22,N.A.,35,76,10,N.A.,6,,,
2017,7,18,18/7/2017,8,CENTRAL,29,N.A.,41,142,9,N.A.,7,,,
2017,7,18,18/7/2017,9,CENTRAL,55,N.A.,82,344,1,N.A.,10,,,
2017,7,18,18/7/2017,10,CENTRAL,64,6,87,375,1,5,10,,,
2017,7,18,18/7/2017,11,CENTRAL,82,9,69,319,1,10,10,,,
2017,7,18,18/7/2017,12,CENTRAL,79,11,66,274,1,13,9,,,
2017,7,18,18/7/2017,13,CENTRAL,67,17,61,271,1,22,9,,,
2017,7,18,18/7/2017,14,CENTRAL,62,14,59,232,1,19,9,,,
2017,7,18,18/7/2017,15,CENTRAL,63,11,68,273,N.A.,17,10,,,
2017,7,18,18/7/2017,16,CENTRAL,78,9,59,238,3,13,9,,,
2017,7,18,18/7/2017,17,CENTRAL,55,1,63,207,4,2,8,,,
2017,7,18,18/7/2017,18,CENTRAL,51,9,77,261,2,8,10,,,
2017,7,18,18/7/2017,19,CENTRAL,65,15,89,388,2,14,11,,,
2017,7,18,18/7/2017,20,CENTRAL,62,7,65,293,0,7,10,,,
2017,7,18,18/7/2017,21,CENTRAL,57,8,55,211,0,9,10,,,
2017,7,18,18/7/2017,22,CENTRAL,59,6,58,225,0,7,9,,,
2017,7,18,18/7/2017,23,CENTRAL,79,10,57,251,0,10,8,,,
2017,7,18,18/7/2017,24,CENTRAL,77,15,59,257,0,15,9,,,
2017,7,19,19/7/2017,1,CENTRAL,51,11,46,165,0,11,7,,,
2017,7,19,19/7/2017,2,CENTRAL,36,6,42,107,1,6,6,,,
2017,7,19,19/7/2017,3,CENTRAL,38,10,40,108,2,9,6,,,
2017,7,19,19/7/2017,4,CENTRAL,46,5,37,115,2,4,6,,,
2017,7,19,19/7/2017,5,CENTRAL,53,2,34,104,1,1,6,,,
2017,7,19,19/7/2017,6,CENTRAL,41,9,33,129,1,9,7,,,
2017,7,19,19/7/2017,7,CENTRAL,60,6,44,212,1,7,8,,,
2017,7,19,19/7/2017,8,CENTRAL,54,9,60,283,1,10,10,,,
2017,7,19,19/7/2017,9,CENTRAL,42,12,54,224,2,14,9,,,
2017,7,19,19/7/2017,10,CENTRAL,70,17,56,206,4,21,8,,,
2017,7,19,19/7/2017,11,CENTRAL,57,16,59,198,7,21,9,,,
2017,7,19,19/7/2017,12,CENTRAL,47,10,61,186,10,14,9,,,
2017,7,19,19/7/2017,13,CENTRAL,45,10,53,145,14,12,7,,,
2017,7,19,19/7/2017,14,CENTRAL,163,5,63,188,8,8,8,,,
2017,7,19,19/7/2017,15,CENTRAL,37,7,39,105,18,9,7,,,
2017,7,19,19/7/2017,16,CENTRAL,25,7,55,173,15,8,7,,,
2017,7,19,19/7/2017,17,CENTRAL,43,8,69,177,8,10,9,,,
2017,7,19,19/7/2017,18,CENTRAL,52,1,80,253,5,4,9,,,
2017,7,19,19/7/2017,19,CENTRAL,51,13,63,200,4,16,9,,,
2017,7,19,19/7/2017,20,CENTRAL,56,11,59,201,1,16,11,,,
2017,7,19,19/7/2017,21,CENTRAL,58,13,48,158,1,17,10,,,
2017,7,19,19/7/2017,22,CENTRAL,55,6,44,160,1,9,8,,,
2017,7,19,19/7/2017,23,CENTRAL,36,10,37,91,3,15,7,,,
2017,7,19,19/7/2017,24,CENTRAL,27,7,33,85,5,10,8,,,
2017,7,20,20/7/2017,1,CENTRAL,32,4,30,85,4,8,8,,,
2017,7,20,20/7/2017,2,CENTRAL,28,8,25,57,6,10,7,,,
2017,7,20,20/7/2017,3,CENTRAL,18,2,20,41,9,3,6,,,
2017,7,20,20/7/2017,4,CENTRAL,16,3,20,41,9,4,6,,,
2017,7,20,20/7/2017,5,CENTRAL,16,1,16,30,13,1,6,,,
2017,7,20,20/7/2017,6,CENTRAL,19,2,23,52,9,3,6,,,
2017,7,20,20/7/2017,7,CENTRAL,18,4,27,66,8,6,6,,,
2017,7,20,20/7/2017,8,CENTRAL,29,7,43,134,4,9,8,,,
2017,7,20,20/7/2017,9,CENTRAL,35,8,58,221,3,11,9,,,
2017,7,20,20/7/2017,10,CENTRAL,35,4,51,163,6,7,9,,,
2017,7,20,20/7/2017,11,CENTRAL,39,8,53,166,7,11,9,,,
2017,7,20,20/7/2017,12,CENTRAL,38,10,54,163,10,13,9,,,
2017,7,20,20/7/2017,13,CENTRAL,45,11,52,140,12,16,8,,,
2017,7,20,20/7/2017,14,CENTRAL,43,11,50,150,10,14,7,,,
2017,7,20,20/7/2017,15,CENTRAL,56,9,64,203,5,12,8,,,
2017,7,20,20/7/2017,16,CENTRAL,40,15,70,193,8,19,8,,,
2017,7,20,20/7/2017,17,CENTRAL,30,12,64,195,9,15,8,,,
2017,7,20,20/7/2017,18,CENTRAL,33,8,58,174,8,10,8,,,
2017,7,20,20/7/2017,19,CENTRAL,44,9,63,181,6,12,8,,,
2017,7,20,20/7/2017,20,CENTRAL,58,12,60,167,5,16,8,,,
2017,7,20,20/7/2017,21,CENTRAL,61,12,50,118,8,16,7,,,
2017,7,20,20/7/2017,22,CENTRAL,44,14,41,96,8,17,7,,,
2017,7,20,20/7/2017,23,CENTRAL,36,4,43,107,5,6,8,,,
2017,7,20,20/7/2017,24,CENTRAL,36,6,44,114,5,10,7,,,
2017,7,21,21/7/2017,1,CENTRAL,40,10,40,98,5,13,7,,,
2017,7,21,21/7/2017,2,CENTRAL,26,9,30,62,10,13,7,,,
2017,7,21,21/7/2017,3,CENTRAL,19,9,24,48,10,12,7,,,
2017,7,21,21/7/2017,4,CENTRAL,16,6,22,37,11,9,7,,,
2017,7,21,21/7/2017,5,CENTRAL,19,4,30,66,8,7,7,,,
2017,7,21,21/7/2017,6,CENTRAL,14,3,17,28,16,6,6,,,
2017,7,21,21/7/2017,7,CENTRAL,19,8,31,60,12,11,7,,,
2017,7,21,21/7/2017,8,CENTRAL,23,6,48,120,8,9,7,,,
2017,7,21,21/7/2017,9,CENTRAL,32,12,70,191,7,14,8,,,
2017,7,21,21/7/2017,10,CENTRAL,40,9,60,157,9,13,8,,,
2017,7,21,21/7/2017,11,CENTRAL,50,15,55,141,12,19,8,,,
2017,7,21,21/7/2017,12,CENTRAL,32,13,59,145,14,18,7,,,
2017,7,21,21/7/2017,13,CENTRAL,33,11,55,125,18,15,7,,,
2017,7,21,21/7/2017,14,CENTRAL,34,10,54,132,16,13,7,,,
2017,7,21,21/7/2017,15,CENTRAL,30,10,52,123,17,12,7,,,
2017,7,21,21/7/2017,16,CENTRAL,31,5,61,154,13,8,8,,,
2017,7,21,21/7/2017,17,CENTRAL,35,5,64,179,10,8,8,,,
2017,7,21,21/7/2017,18,CENTRAL,36,10,64,178,9,14,8,,,
2017,7,21,21/7/2017,19,CENTRAL,41,11,76,212,5,14,10,,,
2017,7,21,21/7/2017,20,CENTRAL,39,11,57,129,8,14,7,,,
2017,7,21,21/7/2017,21,CENTRAL,43,8,47,101,13,11,7,,,
2017,7,21,21/7/2017,22,CENTRAL,36,11,44,85,15,13,7,,,
2017,7,21,21/7/2017,23,CENTRAL,26,2,45,86,14,5,8,,,
2017,7,21,21/7/2017,24,CENTRAL,20,5,39,75,13,7,6,,,
2017,7,22,22/7/2017,1,CENTRAL,19,7,31,58,18,8,6,,,
2017,7,22,22/7/2017,2,CENTRAL,18,2,28,56,15,2,6,,,
2017,7,22,22/7/2017,3,CENTRAL,19,2,22,37,18,3,6,,,
2017,7,22,22/7/2017,4,CENTRAL,24,3,24,47,11,4,6,,,
2017,7,22,22/7/2017,5,CENTRAL,21,2,24,56,10,3,6,,,
2017,7,22,22/7/2017,6,CENTRAL,28,3,26,61,7,5,6,,,
2017,7,22,22/7/2017,7,CENTRAL,20,4,34,81,4,5,6,,,
2017,7,22,22/7/2017,8,CENTRAL,21,3,40,108,5,5,6,,,
2017,7,22,22/7/2017,9,CENTRAL,25,7,44,132,6,10,7,,,
2017,7,22,22/7/2017,10,CENTRAL,32,3,47,134,6,4,7,,,
2017,7,22,22/7/2017,11,CENTRAL,32,6,60,169,7,8,10,,,
2017,7,22,22/7/2017,12,CENTRAL,28,6,58,142,16,10,7,,,
2017,7,22,22/7/2017,13,CENTRAL,38,11,62,195,15,13,9,,,
2017,7,22,22/7/2017,14,CENTRAL,34,7,52,131,19,8,8,,,
2017,7,22,22/7/2017,15,CENTRAL,28,2,49,131,14,3,7,,,
2017,7,22,22/7/2017,16,CENTRAL,27,8,52,133,12,10,7,,,
2017,7,22,22/7/2017,17,CENTRAL,28,9,58,155,9,13,9,,,
2017,7,22,22/7/2017,18,CENTRAL,36,11,69,189,5,15,9,,,
2017,7,22,22/7/2017,19,CENTRAL,57,14,66,223,4,18,9,,,
2017,7,22,22/7/2017,20,CENTRAL,45,13,47,115,9,15,8,,,
2017,7,22,22/7/2017,21,CENTRAL,31,11,40,89,10,13,8,,,
2017,7,22,22/7/2017,22,CENTRAL,35,7,47,112,6,10,9,,,
2017,7,22,22/7/2017,23,CENTRAL,41,5,45,135,3,8,9,,,
2017,7,22,22/7/2017,24,CENTRAL,43,5,49,138,3,8,8,,,
2017,7,23,23/7/2017,1,CENTRAL,62,10,52,154,1,13,8,,,
2017,7,23,23/7/2017,2,CENTRAL,31,12,54,108,6,15,8,,,
2017,7,23,23/7/2017,3,CENTRAL,31,14,60,109,18,16,9,,,
2017,7,23,23/7/2017,4,CENTRAL,34,14,52,80,30,16,8,,,
2017,7,23,23/7/2017,5,CENTRAL,32,18,44,61,29,20,7,,,
2017,7,23,23/7/2017,6,CENTRAL,28,16,53,113,13,18,8,,,
2017,7,23,23/7/2017,7,CENTRAL,38,11,80,190,3,16,8,,,
2017,7,23,23/7/2017,8,CENTRAL,38,17,74,203,3,23,9,,,
2017,7,23,23/7/2017,9,CENTRAL,44,19,76,244,1,25,10,,,
2017,7,23,23/7/2017,10,CENTRAL,43,16,47,112,10,20,6,,,
2017,7,23,23/7/2017,11,CENTRAL,38,9,47,113,9,8,6,,,
2017,7,23,23/7/2017,12,CENTRAL,36,3,54,116,5,2,7,,,
2017,7,23,23/7/2017,13,CENTRAL,38,12,51,96,11,10,7,,,
2017,7,23,23/7/2017,14,CENTRAL,38,20,63,136,15,20,9,,,
2017,7,23,23/7/2017,15,CENTRAL,28,16,51,110,19,16,8,,,
2017,7,23,23/7/2017,16,CENTRAL,16,4,36,79,22,4,7,,,
2017,7,23,23/7/2017,17,CENTRAL,19,0,34,66,14,0,7,,,
2017,7,23,23/7/2017,18,CENTRAL,22,1,44,88,11,1,7,,,
2017,7,23,23/7/2017,19,CENTRAL,26,1,42,84,10,1,7,,,
2017,7,23,23/7/2017,20,CENTRAL,28,4,43,89,10,4,7,,,
2017,7,23,23/7/2017,21,CENTRAL,42,5,44,81,9,4,6,,,
2017,7,23,23/7/2017,22,CENTRAL,40,3,50,110,4,3,8,,,
2017,7,23,23/7/2017,23,CENTRAL,42,4,51,132,3,3,7,,,
2017,7,23,23/7/2017,24,CENTRAL,24,7,40,77,12,4,6,,,
2017,7,24,24/7/2017,1,CENTRAL,31,7,38,78,6,4,6,,,
2017,7,24,24/7/2017,2,CENTRAL,24,3,35,66,7,3,6,,,
2017,7,24,24/7/2017,3,CENTRAL,26,N.A.,40,95,6,N.A.,6,,,
2017,7,24,24/7/2017,4,CENTRAL,30,3,35,99,2,2,6,,,
2017,7,24,24/7/2017,5,CENTRAL,36,2,34,97,3,1,7,,,
2017,7,24,24/7/2017,6,CENTRAL,41,4,32,95,1,5,6,,,
2017,7,24,24/7/2017,7,CENTRAL,38,8,43,139,2,9,7,,,
2017,7,24,24/7/2017,8,CENTRAL,32,3,51,151,4,4,9,,,
2017,7,24,24/7/2017,9,CENTRAL,36,6,67,233,3,7,10,,,
2017,7,24,24/7/2017,10,CENTRAL,62,11,74,254,2,12,9,,,
2017,7,24,24/7/2017,11,CENTRAL,53,7,74,245,5,9,9,,,
2017,7,24,24/7/2017,12,CENTRAL,40,9,69,165,11,10,8,,,
2017,7,24,24/7/2017,13,CENTRAL,48,10,62,160,14,11,8,,,
2017,7,24,24/7/2017,14,CENTRAL,53,11,59,147,14,12,8,,,
2017,7,24,24/7/2017,15,CENTRAL,40,13,55,129,17,14,7,,,
2017,7,24,24/7/2017,16,CENTRAL,39,N.A.,55,129,17,N.A.,7,,,
2017,7,24,24/7/2017,17,CENTRAL,35,N.A.,57,143,11,N.A.,7,,,
2017,7,24,24/7/2017,18,CENTRAL,50,N.A.,64,191,6,N.A.,8,,,
2017,7,24,24/7/2017,19,CENTRAL,52,N.A.,64,170,6,N.A.,8,,,
2017,7,24,24/7/2017,20,CENTRAL,52,5,61,151,7,7,8,,,
2017,7,24,24/7/2017,21,CENTRAL,65,6,60,135,8,8,9,,,
2017,7,24,24/7/2017,22,CENTRAL,43,7,49,96,11,8,8,,,
2017,7,24,24/7/2017,23,CENTRAL,40,7,46,106,9,9,7,,,
2017,7,24,24/7/2017,24,CENTRAL,35,N.A.,45,87,14,N.A.,7,,,
2017,7,25,25/7/2017,1,CENTRAL,43,N.A.,46,93,9,N.A.,7,,,
2017,7,25,25/7/2017,2,CENTRAL,39,6,36,65,11,8,7,,,
2017,7,25,25/7/2017,3,CENTRAL,32,2,30,54,13,3,7,,,
2017,7,25,25/7/2017,4,CENTRAL,19,3,22,34,18,5,7,,,
2017,7,25,25/7/2017,5,CENTRAL,18,2,23,39,17,3,7,,,
2017,7,25,25/7/2017,6,CENTRAL,19,1,24,41,15,2,7,,,
2017,7,25,25/7/2017,7,CENTRAL,21,2,34,68,10,4,7,,,
2017,7,25,25/7/2017,8,CENTRAL,36,5,56,150,5,6,8,,,
2017,7,25,25/7/2017,9,CENTRAL,43,9,72,232,4,10,10,,,
2017,7,25,25/7/2017,10,CENTRAL,44,8,77,228,5,11,9,,,
2017,7,25,25/7/2017,11,CENTRAL,50,8,60,167,9,11,8,,,
2017,7,25,25/7/2017,12,CENTRAL,50,8,81,237,10,12,9,,,
2017,7,25,25/7/2017,13,CENTRAL,41,8,60,154,18,12,8,,,
2017,7,25,25/7/2017,14,CENTRAL,40,6,60,131,22,10,8,,,
2017,7,25,25/7/2017,15,CENTRAL,58,8,81,202,14,12,9,,,
2017,7,25,25/7/2017,16,CENTRAL,41,11,79,227,11,16,9,,,
2017,7,25,25/7/2017,17,CENTRAL,43,8,72,186,11,12,8,,,
2017,7,25,25/7/2017,18,CENTRAL,46,6,85,232,8,8,10,,,
2017,7,25,25/7/2017,19,CENTRAL,57,8,82,231,5,12,11,,,
2017,7,25,25/7/2017,20,CENTRAL,58,6,70,181,5,9,10,,,
2017,7,25,25/7/2017,21,CENTRAL,77,9,61,165,4,12,10,,,
2017,7,25,25/7/2017,22,CENTRAL,54,12,57,148,1,15,14,,,
2017,7,25,25/7/2017,23,CENTRAL,48,8,55,135,1,10,13,,,
2017,7,25,25/7/2017,24,CENTRAL,32,6,42,89,6,8,9,,,
2017,7,26,26/7/2017,1,CENTRAL,N.A.,4,N.A.,N.A.,N.A.,5,N.A.,,,
2017,7,26,26/7/2017,2,CENTRAL,42,6,37,62,5,8,7,,,
2017,7,26,26/7/2017,3,CENTRAL,35,4,44,88,3,5,7,,,
2017,7,26,26/7/2017,4,CENTRAL,39,4,49,122,1,7,8,,,
2017,7,26,26/7/2017,5,CENTRAL,38,5,42,159,1,8,16,,,
2017,7,26,26/7/2017,6,CENTRAL,46,9,44,174,0,11,15,,,
2017,7,26,26/7/2017,7,CENTRAL,63,9,50,224,1,12,15,,,
2017,7,26,26/7/2017,8,CENTRAL,52,12,75,348,1,17,27,,,
2017,7,26,26/7/2017,9,CENTRAL,46,18,88,397,2,26,60,,,
2017,7,26,26/7/2017,10,CENTRAL,51,16,89,319,3,21,15,,,
2017,7,26,26/7/2017,11,CENTRAL,57,8,73,279,5,12,11,,,
2017,7,26,26/7/2017,12,CENTRAL,43,3,85,250,10,8,10,,,
2017,7,26,26/7/2017,13,CENTRAL,42,6,73,213,15,10,9,,,
2017,7,26,26/7/2017,14,CENTRAL,40,10,76,182,19,14,8,,,
2017,7,26,26/7/2017,15,CENTRAL,35,11,75,186,15,16,8,,,
2017,7,26,26/7/2017,16,CENTRAL,40,12,87,224,9,16,9,,,
2017,7,26,26/7/2017,17,CENTRAL,39,9,77,193,10,12,9,,,
2017,7,26,26/7/2017,18,CENTRAL,53,7,87,277,4,11,12,,,
2017,7,26,26/7/2017,19,CENTRAL,58,7,78,205,4,10,11,,,
2017,7,26,26/7/2017,20,CENTRAL,61,11,61,157,5,15,12,,,
2017,7,26,26/7/2017,21,CENTRAL,65,14,59,166,3,17,14,,,
2017,7,26,26/7/2017,22,CENTRAL,68,8,56,148,3,11,11,,,
2017,7,26,26/7/2017,23,CENTRAL,42,6,52,124,6,10,11,,,
2017,7,26,26/7/2017,24,CENTRAL,36,8,45,104,4,10,11,,,
2017,7,27,27/7/2017,1,CENTRAL,31,10,37,72,10,12,10,,,
2017,7,27,27/7/2017,2,CENTRAL,23,4,19,32,22,6,8,,,
2017,7,27,27/7/2017,3,CENTRAL,29,3,24,46,17,3,8,,,
2017,7,27,27/7/2017,4,CENTRAL,17,3,23,43,15,4,7,,,
2017,7,27,27/7/2017,5,CENTRAL,20,3,19,37,15,4,8,,,
2017,7,27,27/7/2017,6,CENTRAL,17,2,23,44,12,2,7,,,
2017,7,27,27/7/2017,7,CENTRAL,23,3,31,78,7,5,8,,,
2017,7,27,27/7/2017,8,CENTRAL,33,5,52,191,2,8,9,,,
2017,7,27,27/7/2017,9,CENTRAL,42,6,68,286,1,11,11,,,
2017,7,27,27/7/2017,10,CENTRAL,58,10,67,265,1,14,10,,,
2017,7,27,27/7/2017,11,CENTRAL,54,9,65,247,3,14,10,,,
2017,7,27,27/7/2017,12,CENTRAL,52,8,73,207,6,13,10,,,
2017,7,27,27/7/2017,13,CENTRAL,45,14,74,164,17,19,8,,,
2017,7,27,27/7/2017,14,CENTRAL,40,10,61,129,20,14,8,,,
2017,7,27,27/7/2017,15,CENTRAL,44,9,63,130,20,15,8,,,
2017,7,27,27/7/2017,16,CENTRAL,31,10,58,113,20,15,8,,,
2017,7,27,27/7/2017,17,CENTRAL,29,7,65,148,17,12,8,,,
2017,7,27,27/7/2017,18,CENTRAL,34,7,70,143,17,11,7,,,
2017,7,27,27/7/2017,19,CENTRAL,39,4,67,147,16,8,8,,,
2017,7,27,27/7/2017,20,CENTRAL,51,9,71,162,12,13,8,,,
2017,7,27,27/7/2017,21,CENTRAL,43,7,57,104,18,10,7,,,
2017,7,27,27/7/2017,22,CENTRAL,35,6,39,65,22,10,7,,,
2017,7,27,27/7/2017,23,CENTRAL,24,5,36,62,26,10,7,,,
2017,7,27,27/7/2017,24,CENTRAL,20,5,30,53,26,9,8,,,
2017,7,28,28/7/2017,1,CENTRAL,22,3,20,31,31,7,6,,,
2017,7,28,28/7/2017,2,CENTRAL,22,1,13,22,31,4,6,,,
2017,7,28,28/7/2017,3,CENTRAL,20,2,13,23,33,5,6,,,
2017,7,28,28/7/2017,4,CENTRAL,20,6,14,22,31,9,6,,,
2017,7,28,28/7/2017,5,CENTRAL,18,2,17,26,29,5,6,,,
2017,7,28,28/7/2017,6,CENTRAL,20,2,22,35,23,6,6,,,
2017,7,28,28/7/2017,7,CENTRAL,22,4,36,77,14,8,7,,,
2017,7,28,28/7/2017,8,CENTRAL,31,8,58,163,5,12,10,,,
2017,7,28,28/7/2017,9,CENTRAL,35,10,75,237,6,16,10,,,
2017,7,28,28/7/2017,10,CENTRAL,43,7,85,237,7,13,10,,,
2017,7,28,28/7/2017,11,CENTRAL,43,6,72,174,16,12,8,,,
2017,7,28,28/7/2017,12,CENTRAL,36,5,76,203,18,10,9,,,
2017,7,28,28/7/2017,13,CENTRAL,36,5,69,140,25,9,8,,,
2017,7,28,28/7/2017,14,CENTRAL,36,9,71,136,31,12,8,,,
2017,7,28,28/7/2017,15,CENTRAL,43,9,112,235,21,15,9,,,
2017,7,28,28/7/2017,16,CENTRAL,43,11,111,207,26,20,9,,,
2017,7,28,28/7/2017,17,CENTRAL,52,12,142,339,9,23,14,,,
2017,7,28,28/7/2017,18,CENTRAL,87,13,190,487,5,23,17,,,
2017,7,28,28/7/2017,19,CENTRAL,75,23,170,378,2,38,17,,,
2017,7,28,28/7/2017,20,CENTRAL,66,21,122,262,13,33,12,,,
2017,7,28,28/7/2017,21,CENTRAL,50,22,79,121,25,29,12,,,
2017,7,28,28/7/2017,22,CENTRAL,49,18,76,115,25,24,15,,,
2017,7,28,28/7/2017,23,CENTRAL,47,18,77,113,21,25,13,,,
2017,7,28,28/7/2017,24,CENTRAL,38,18,62,92,30,26,10,,,
2017,7,29,29/7/2017,1,CENTRAL,34,15,41,60,35,23,9,,,
2017,7,29,29/7/2017,2,CENTRAL,30,10,32,56,31,16,9,,,
2017,7,29,29/7/2017,3,CENTRAL,26,8,24,40,32,13,8,,,
2017,7,29,29/7/2017,4,CENTRAL,28,7,23,37,27,10,7,,,
2017,7,29,29/7/2017,5,CENTRAL,22,9,27,44,21,12,7,,,
2017,7,29,29/7/2017,6,CENTRAL,35,5,36,69,13,8,7,,,
2017,7,29,29/7/2017,7,CENTRAL,30,7,43,96,8,12,8,,,
2017,7,29,29/7/2017,8,CENTRAL,28,7,55,113,7,14,9,,,
2017,7,29,29/7/2017,9,CENTRAL,51,13,93,381,1,21,20,,,
2017,7,29,29/7/2017,10,CENTRAL,62,17,93,350,2,27,17,,,
2017,7,29,29/7/2017,11,CENTRAL,67,19,118,381,3,30,23,,,
2017,7,29,29/7/2017,12,CENTRAL,59,22,121,251,16,35,15,,,
2017,7,29,29/7/2017,13,CENTRAL,66,27,143,256,34,41,20,,,
2017,7,29,29/7/2017,14,CENTRAL,73,42,170,242,73,61,23,,,
2017,7,29,29/7/2017,15,CENTRAL,92,57,249,313,98,80,23,,,
